Year;Day;Date;Number_1;Number_2;Number_3;Number_4;Number_5;Number_6;Bonus_Ball;Jackpot;Outcome
2019;Wednesday;11 December 2019;5;19;21;44;45;49;11;R13,296,627.82;Roll
2019;Saturday;7 December 2019;8;14;20;23;28;43;37;R12,347,754.25;Roll
2019;Wednesday;4 December 2019;3;4;10;32;39;46;36;R11,110,503.70;Roll
2019;Saturday;30 November 2019;15;28;35;37;38;44;39;R10,000,000;Roll
2019;Wednesday;27 November 2019;7;18;19;22;23;40;37;R8,022,618.63;Roll
2019;Saturday;23 November 2019;1;15;25;27;34;52;49;R7,127,233.98;Roll
2019;Wednesday;20 November 2019;1;9;19;20;32;35;14;R5,969,936.58;Roll
2019;Saturday;16 November 2019;10;12;24;32;36;39;41;R5,186,819.84;Roll
2019;Wednesday;13 November 2019;5;15;24;41;45;52;23;R4,071,997.97;Roll
2019;Saturday;9 November 2019;6;8;15;29;41;52;44;R3,215,634.57;Roll
2019;Wednesday;6 November 2019;21;26;39;41;45;51;28;R2,052,953.69;Roll
2019;Saturday;2 November 2019;4;8;15;19;28;44;3;R1,061,018.28;Roll
2019;Wednesday;30 October 2019;14;19;22;32;40;49;33;R6,483,778.80;Won
2019;Saturday;26 October 2019;12;16;19;24;31;33;23;R5,631,118.13;Roll
2019;Wednesday;23 October 2019;29;30;31;36;45;46;48;R4,631,720.98;Roll
2019;Saturday;19 October 2019;3;9;24;39;48;51;12;R3,828,638.48;Roll
2019;Wednesday;16 October 2019;19;24;30;36;43;46;50;R2,842,482.72;Roll
2019;Saturday;12 October 2019;2;10;12;16;17;49;24;R1,993,942.12;Roll
2019;Wednesday;9 October 2019;2;20;26;37;39;50;51;R1,078,210.77;Roll
2019;Saturday;5 October 2019;13;14;17;27;33;46;32;R14,678,881.02;Won
2019;Wednesday;2 October 2019;4;30;33;42;43;47;45;R13,245,786.86;Roll
2019;Saturday;28 September 2019;15;30;33;37;38;50;43;R12,000,000;Roll
2019;Wednesday;25 September 2019;15;16;27;33;42;47;38;R10,521,110.19;Roll
2019;Saturday;21 September 2019;6;8;12;30;44;48;2;R9,589,063.46;Roll
2019;Wednesday;18 September 2019;6;15;19;20;26;44;37;R8,487,483.63;Roll
2019;Saturday;14 September 2019;7;8;27;30;38;44;13;R7,633,154.11;Roll
2019;Wednesday;11 September 2019;2;8;24;35;45;50;26;R6,422,295.57;Roll
2019;Saturday;7 September 2019;4;7;13;25;29;49;17;R5,517,337.79;Roll
2019;Wednesday;4 September 2019;20;25;27;35;46;52;29;R4,498,747.36;Roll
2019;Saturday;31 August 2019;6;25;30;45;49;50;9;R3,493,619.58;Roll
2019;Wednesday;28 August 2019;5;10;23;30;37;41;32;R2,129,519.49;Roll
2019;Saturday;24 August 2019;9;11;15;25;30;42;32;R1,187,504.78;Roll
2019;Wednesday;21 August 2019;5;11;14;18;21;32;47;R9,679,925.90;Won
2019;Saturday;17 August 2019;1;16;27;45;46;47;29;R8,879,965.79;Roll
2019;Wednesday;14 August 2019;8;14;16;20;21;33;35;R7,623,816.11;Roll
2019;Saturday;10 August 2019;3;13;23;28;39;41;22;R6,851,437.17;Roll
2019;Wednesday;7 August 2019;8;12;22;30;36;47;44;R5,731,604.80;Roll
2019;Saturday;3 August 2019;5;28;41;44;45;47;13;R4,793,167.59;Roll
2019;Wednesday;31 July 2019;1;7;12;18;21;47;38;R3,530,708.92;Roll
2019;Saturday;27 July 2019;15;19;28;29;33;48;51;R2,666,671.78;Roll
2019;Wednesday;24 July 2019;5;18;30;32;44;46;45;R1,099,163.66;Roll
2019;Saturday;20 July 2019;17;24;29;37;47;51;25;R6,282,557.80;Won
2019;Wednesday;17 July 2019;8;15;20;23;25;52;1;R4,960,295.88;Roll
2019;Saturday;13 July 2019;5;10;39;48;49;50;12;R3,917,604.35;Roll
2019;Wednesday;10 July 2019;14;17;20;26;28;39;49;R3,108,552.73;Roll
2019;Saturday;6 July 2019;18;20;29;33;34;43;28;R2,201,523.98;Roll
2019;Wednesday;3 July 2019;1;6;13;41;47;49;43;R1,010,652.41;Roll
2019;Saturday;29 June 2019;3;16;20;33;34;45;31;R16,386,728.10;Won
2019;Wednesday;26 June 2019;2;5;9;29;33;34;46;R15,156,674.99;Roll
2019;Saturday;22 June 2019;7;9;12;13;29;39;14;R14,261,695.13;Roll
2019;Wednesday;19 June 2019;7;10;13;47;49;50;32;R13,298,530.11;Roll
2019;Saturday;15 June 2019;8;20;28;37;41;43;44;R12,482,634.86;Roll
2019;Wednesday;12 June 2019;11;16;26;35;39;43;47;R11,324,995.61;Roll
2019;Saturday;8 June 2019;9;10;15;17;33;52;11;R10,496,092.17;Roll
2019;Wednesday;5 June 2019;4;6;17;29;35;50;22;R9,509,764.82;Roll
2019;Saturday;1 June 2019;6;7;12;13;15;38;14;R8,646,765.15;Roll
2019;Wednesday;29 May 2019;7;22;29;33;35;37;11;R7,527,537.66;Roll
2019;Saturday;25 May 2019;2;20;21;23;32;52;41;R6,835,751.84;Roll
2019;Wednesday;22 May 2019;2;9;17;22;37;40;23;R5,747,930.82;Roll
2019;Saturday;18 May 2019;24;28;32;35;37;52;4;R5,055,422.88;Roll
2019;Wednesday;15 May 2019;8;16;19;40;46;51;28;R3,990,679.38;Roll
2019;Saturday;11 May 2019;18;20;23;26;41;50;21;R3,184,793.18;Roll
2019;Wednesday;8 May 2019;4;15;20;22;37;45;17;R2,133,391.10;Roll
2019;Saturday;4 May 2019;7;8;20;27;37;44;9;R1,372,637.72;Roll
2019;Wednesday;1 May 2019;15;19;26;27;39;40;52;R3,504,931.70;Won
2019;Saturday;27 April 2019;8;27;34;35;37;47;28;R2,244,981.24;Roll
2019;Wednesday;24 April 2019;19;20;23;24;27;44;36;R840,669.39;Roll
2019;Saturday;20 April 2019;3;13;18;20;34;39;15;R1,032,847.50;Won
2019;Wednesday;17 April 2019;11;19;21;23;25;27;7;R2,971,968.40;Won
2019;Saturday;13 April 2019;19;22;24;43;49;52;1;R2,170,881.37;Roll
2019;Wednesday;10 April 2019;4;11;20;28;35;43;32;R976,425.01;Roll
2019;Saturday;6 April 2019;7;11;12;22;27;36;21;R3,198,461.20;Won
2019;Wednesday;3 April 2019;12;18;19;25;28;35;17;R2,198,076.31;Roll
2019;Saturday;30 March 2019;11;23;33;38;40;51;30;R1,227,931.18;Roll
2019;Wednesday;27 March 2019;2;14;20;29;42;46;3;R1,044,529.30;Won
2019;Saturday;23 March 2019;16;24;38;40;50;52;28;R6,283,008.90;Roll
2019;Wednesday;20 March 2019;5;19;20;21;34;43;27;R5,149,038.80;Roll
2019;Saturday;16 March 2019;10;23;27;31;41;52;3;R4,327,541.46;Roll
2019;Wednesday;13 March 2019;4;23;34;39;40;48;32;R3,171,669.75;Roll
2019;Saturday;9 March 2019;2;8;14;23;35;39;46;R2,209,636.28;Roll
2019;Wednesday;6 March 2019;9;16;19;21;29;30;33;R931,341.20;Roll
2019;Saturday;2 March 2019;9;15;18;24;31;34;46;R12,652,801.30;Won
2019;Wednesday;27 February 2019;5;7;15;19;20;45;41;R11,347,865.14;Roll
2019;Saturday;23 February 2019;6;9;31;34;46;50;23;R10,415,479.87;Roll
2019;Wednesday;20 February 2019;4;25;30;31;43;44;2;R9,087,580.11;Roll
2019;Saturday;16 February 2019;8;14;15;24;31;47;50;R7,940,498.46;Roll
2019;Wednesday;13 February 2019;2;15;25;44;47;49;5;R6,491,804.41;Roll
2019;Saturday;9 February 2019;6;12;23;40;42;52;8;R5,443,270.29;Roll
2019;Wednesday;6 February 2019;2;23;33;38;49;51;39;R3,969,588.73;Roll
2019;Saturday;2 February 2019;11;30;40;42;44;48;21;R2,723,505.73;Roll
2019;Wednesday;30 January 2019;10;13;20;25;36;49;42;R1,089,702.55;Roll
2019;Saturday;26 January 2019;11;18;29;37;46;48;3;R2,343,863.40;Won
2019;Wednesday;23 January 2019;3;11;16;21;42;46;51;R926,715.64;Roll
2019;Saturday;19 January 2019;14;19;31;33;35;38;1;R14,981,739.20;Won
2019;Wednesday;16 January 2019;8;11;12;47;50;52;42;R13,754,827.01;Roll
2019;Saturday;12 January 2019;6;20;29;38;39;44;19;R12,731,025.34;Roll
2019;Wednesday;9 January 2019;6;26;38;41;43;50;13;R11,505,569.94;Roll
2019;Saturday;5 January 2019;3;9;10;17;21;36;25;R10,492,606.12;Roll
2019;Wednesday;2 January 2019;1;8;9;16;25;35;44;R9,454,340.09;Roll
2018;Saturday;29 December 2018;5;8;30;38;51;52;2;R8,618,335.98;Roll
2018;Wednesday;26 December 2018;6;9;12;31;36;43;46;R7,330,145.80;Roll
2018;Saturday;22 December 2018;1;14;18;26;38;47;33;R6,662,714.82;Roll
2018;Wednesday;19 December 2018;12;30;32;37;50;52;22;R5,415,666.55;Roll
2018;Saturday;15 December 2018;1;8;25;40;46;49;52;R4,404,820.08;Roll
2018;Wednesday;12 December 2018;7;8;11;18;20;28;30;R3,158,652.28;Roll
2018;Saturday;8 December 2018;5;19;31;35;42;46;1;R2,472,726.94;Roll
2018;Wednesday;5 December 2018;9;25;35;43;44;47;32;R1,140,277.79;Roll
2018;Saturday;1 December 2018;2;18;19;27;47;52;40;R2,426,391.70;Won
2018;Wednesday;28 November 2018;7;19;27;28;37;50;48;R1,039,737.48;Roll
2018;Saturday;24 November 2018;22;27;34;45;48;50;43;R58,284,274.98;Won
2018;Wednesday;21 November 2018;9;19;28;30;31;32;13;R56,588,025.87;Roll
2018;Saturday;17 November 2018;3;5;23;44;48;49;9;R55,387,697.11;Roll
2018;Wednesday;14 November 2018;6;9;19;39;46;47;15;R53,897,503.40;Roll
2018;Saturday;10 November 2018;6;11;17;21;49;51;34;R52,737,930.31;Roll
2018;Wednesday;7 November 2018;12;16;20;21;26;28;49;R51,272,204.50;Roll
2018;Saturday;3 November 2018;2;24;26;32;47;49;25;R50,000,000;Roll
2018;Wednesday;31 October 2018;17;24;26;27;35;38;48;R44,511,036.23;Roll
2018;Saturday;27 October 2018;15;17;21;42;51;52;34;R43,312,455.14;Roll
2018;Wednesday;24 October 2018;9;11;18;20;34;44;3;R41,782,781.73;Roll
2018;Saturday;20 October 2018;11;27;33;37;46;48;13;R40,617,069.25;Roll
2018;Wednesday;17 October 2018;2;20;23;24;33;50;44;R39,002,486.52;Roll
2018;Saturday;13 October 2018;30;31;42;44;47;50;2;R37,611,282.23;Roll
2018;Wednesday;10 October 2018;5;8;17;34;49;52;16;R35,903,428.12;Roll
2018;Saturday;6 October 2018;12;19;31;45;48;51;11;R34,622,076.93;Roll
2018;Wednesday;3 October 2018;19;23;27;33;35;47;5;R33,000,000;Roll
2018;Saturday;29 September 2018;8;18;34;36;40;50;29;R29,680,301.42;Roll
2018;Wednesday;26 September 2018;3;8;12;28;47;52;18;R28,304,748.03;Roll
2018;Saturday;22 September 2018;17;24;40;43;48;52;14;R27,347,862.84;Roll
2018;Wednesday;19 September 2018;4;13;14;31;32;44;11;R26,095,017.70;Roll
2018;Saturday;15 September 2018;12;23;40;41;44;52;47;R25,114,434.89;Roll
2018;Wednesday;12 September 2018;2;18;29;43;49;50;19;R23,703,830.62;Roll
2018;Saturday;8 September 2018;20;26;32;36;44;52;49;R22,681,692.49;Roll
2018;Wednesday;5 September 2018;11;14;18;30;31;41;35;R21,363,449.99;Roll
2018;Saturday;1 September 2018;3;5;23;27;34;37;35;R20,319,215.50;Roll
2018;Wednesday;29 August 2018;6;13;29;30;46;51;10;R19,014,712.59;Roll
2018;Saturday;25 August 2018;1;26;27;39;41;49;44;R17,918,972.04;Roll
2018;Wednesday;22 August 2018;3;10;11;17;37;43;13;R16,513,773.11;Roll
2018;Saturday;18 August 2018;1;3;7;40;42;47;36;R15,577,916.33;Roll
2018;Wednesday;15 August 2018;4;27;39;41;49;51;17;R14,336,685.48;Roll
2018;Saturday;11 August 2018;21;23;26;27;28;34;40;R13,228,033.47;Roll
2018;Wednesday;8 August 2018;6;13;19;31;36;46;25;R11,967,616.62;Roll
2018;Saturday;4 August 2018;7;11;33;36;38;46;29;R10,897,264.39;Roll
2018;Wednesday;1 August 2018;4;13;15;25;34;39;30;R9,435,465.43;Roll
2018;Saturday;28 July 2018;12;15;16;25;26;41;45;R8,160,538.50;Roll
2018;Wednesday;25 July 2018;15;27;32;36;39;42;17;R6,635,470.79;Roll
2018;Saturday;21 July 2018;1;9;23;48;50;52;24;R5,527,433.58;Roll
2018;Wednesday;18 July 2018;27;28;40;44;45;50;30;R4,020,452.12;Roll
2018;Saturday;14 July 2018;7;28;29;33;47;51;30;R2,803,046.75;Roll
2018;Wednesday;11 July 2018;7;14;16;33;48;52;22;R1,143,016.53;Roll
2018;Saturday;7 July 2018;5;12;17;24;41;46;4;R5,371,535.40;Won
2018;Wednesday;4 July 2018;9;14;20;21;30;49;44;R3,838,811.15;Roll
2018;Saturday;30 June 2018;15;22;24;39;43;52;34;R2,663,835.60;Roll
2018;Wednesday;27 June 2018;7;27;30;40;45;49;17;R992,613.77;Roll
2018;Saturday;23 June 2018;4;8;12;16;31;34;21;R2,030,127.30;Won
2018;Wednesday;20 June 2018;33;37;40;41;44;52;7;R937,749.56;Roll
2018;Saturday;16 June 2018;2;6;11;22;25;31;33;R18,419,751.20;Won
2018;Wednesday;13 June 2018;12;16;33;35;39;40;18;R17,385,694.72;Roll
2018;Saturday;9 June 2018;5;7;14;21;26;37;23;R16,436,496.52;Roll
2018;Wednesday;6 June 2018;3;12;21;31;34;35;30;R15,269,921.47;Roll
2018;Saturday;2 June 2018;10;11;19;33;37;49;12;R14,230,007.14;Roll
2018;Wednesday;30 May 2018;9;10;12;18;27;33;3;R12,924,965.62;Roll
2018;Saturday;26 May 2018;6;8;12;23;27;44;32;R12,000,126.88;Roll
2018;Wednesday;23 May 2018;2;17;33;36;40;45;11;R10,632,027.28;Roll
2018;Saturday;19 May 2018;7;12;14;25;47;48;3;R9,742,798.58;Roll
2018;Wednesday;16 May 2018;1;4;13;23;27;41;11;R8,547,894.37;Roll
2018;Saturday;12 May 2018;12;26;35;37;44;47;33;R7,644,490.16;Roll
2018;Wednesday;9 May 2018;7;23;29;30;31;35;4;R5,896,642.91;Roll
2018;Saturday;5 May 2018;1;14;17;30;33;40;15;R4,496,943.38;Roll
2018;Wednesday;2 May 2018;22;25;36;42;43;51;33;R2,661,942.27;Roll
2018;Saturday;28 April 2018;7;20;23;36;41;52;50;R1,416,890.78;Roll
2018;Wednesday;25 April 2018;1;18;21;29;34;42;31;R1,084,798.70;Won
2018;Saturday;21 April 2018;16;19;21;37;39;41;9;R4,083,817.60;Won
2018;Wednesday;18 April 2018;3;10;11;15;28;46;26;R2,869,543.92;Roll
2018;Saturday;14 April 2018;4;7;14;32;33;34;27;R1,963,879.25;Roll
2018;Wednesday;11 April 2018;16;30;33;35;39;48;36;R922,918.84;Roll
2018;Saturday;7 April 2018;1;2;20;28;44;47;13;R5,871,918.30;Won
2018;Wednesday;4 April 2018;2;4;5;6;13;15;3;R4,606,861.99;Roll
2018;Saturday;31 March 2018;30;40;41;48;50;51;33;R3,794,055.32;Roll
2018;Wednesday;28 March 2018;18;27;28;30;45;50;43;R2,520,439.48;Roll
2018;Saturday;24 March 2018;5;21;38;43;49;52;4;R1,555,273.71;Roll
2018;Wednesday;21 March 2018;7;9;11;19;21;26;4;R9,171,171;Won
2018;Saturday;17 March 2018;2;5;17;31;46;51;48;R8,628,073.34;Roll
2018;Wednesday;14 March 2018;1;4;17;23;48;50;14;R7,379,322.46;Roll
2018;Saturday;10 March 2018;8;24;25;31;36;37;44;R6,448,058.79;Roll
2018;Wednesday;7 March 2018;11;12;14;23;34;42;30;R5,161,778.61;Roll
2018;Saturday;3 March 2018;2;13;23;29;32;42;52;R4,177,239.34;Roll
2018;Wednesday;28 February 2018;2;13;16;45;50;51;25;R2,701,450.37;Roll
2018;Saturday;24 February 2018;20;34;42;43;47;49;25;R1,467,046.58;Roll
2018;Wednesday;21 February 2018;6;15;21;25;42;46;35;R4,507,974.70;Won
2018;Saturday;17 February 2018;1;5;8;21;29;38;42;R3,585,329.46;Roll
2018;Wednesday;14 February 2018;11;14;23;24;26;40;42;R2,342,155.49;Roll
2018;Saturday;10 February 2018;7;12;20;36;43;47;34;R1,397,679.59;Roll
2018;Wednesday;7 February 2018;10;14;15;21;38;50;16;R2,672,357.40;Won
2018;Saturday;3 February 2018;3;13;16;19;40;41;35;R1,471,306.54;Roll
2018;Wednesday;31 January 2018;4;13;23;40;41;49;9;R1,289,181.90;Won
2018;Saturday;27 January 2018;6;10;11;21;32;52;4;R11,698,564.80;Won
2018;Wednesday;24 January 2018;10;11;25;26;31;35;50;R7,942,996.73;Roll
2018;Saturday;20 January 2018;6;9;23;27;31;43;48;R5,323,669.82;Roll
2018;Wednesday;17 January 2018;3;7;21;29;46;48;17;R3,251,803.75;Roll
2018;Saturday;13 January 2018;7;10;25;33;44;50;22;R1,766,897.46;Roll
2018;Wednesday;10 January 2018;9;19;20;38;42;48;49;R4,100,812.70;Won
2018;Saturday;6 January 2018;6;14;17;18;38;40;32;R2,691,929.62;Roll
2018;Wednesday;3 January 2018;1;4;19;28;33;36;23;R1,167,407.14;Roll
2017;Saturday;30 December 2017;3;11;15;37;38;48;47;R2,786,094.10;Won
2017;Wednesday;27 December 2017;21;22;25;26;41;45;9;R1,133,134.07;Roll
2017;Saturday;23 December 2017;6;17;19;33;34;51;11;R15,424,887.40;Won
2017;Wednesday;20 December 2017;5;29;34;38;39;48;26;R13,642,466.96;Roll
2017;Saturday;16 December 2017;1;2;9;19;28;40;4;R12,621,096.01;Roll
2017;Wednesday;13 December 2017;12;24;26;32;42;46;34;R11,493,615.74;Roll
2017;Saturday;9 December 2017;21;30;35;38;39;52;19;R10,482,832.21;Roll
2017;Wednesday;6 December 2017;1;12;17;21;38;39;3;R9,192,281.54;Roll
2017;Saturday;2 December 2017;23;29;39;45;46;52;3;R8,228,012.79;Roll
2017;Wednesday;29 November 2017;3;25;32;37;39;49;41;R6,832,973.96;Roll
2017;Saturday;25 November 2017;5;15;16;21;24;36;32;R5,741,713.23;Roll
2017;Wednesday;22 November 2017;9;23;33;40;45;49;26;R4,604,437.24;Roll
2017;Saturday;18 November 2017;9;17;25;29;35;36;12;R3,815,668.06;Roll
2017;Wednesday;15 November 2017;3;6;25;28;37;52;32;R2,797,204.82;Roll
2017;Saturday;11 November 2017;5;12;27;33;44;48;11;R1,879,512.47;Roll
2017;Wednesday;8 November 2017;2;8;10;22;29;34;17;R802,427.26;Roll
2017;Saturday;4 November 2017;2;7;8;18;19;51;21;R4,535,023.90;Won
2017;Wednesday;1 November 2017;10;28;30;36;38;46;18;R2,969,444.94;Roll
2017;Saturday;28 October 2017;24;27;35;37;40;47;7;R1,548,453.99;Roll
2017;Wednesday;25 October 2017;11;12;15;20;32;36;44;R27,789,306.50;Won
2017;Saturday;21 October 2017;3;17;28;29;31;43;23;R26,426,136.59;Roll
2017;Wednesday;18 October 2017;7;8;11;38;42;51;29;R24,901,450.48;Roll
2017;Saturday;14 October 2017;8;17;27;35;36;49;1;R23,702,907.82;Roll
2017;Wednesday;11 October 2017;11;19;23;33;37;44;9;R22,252,824.50;Roll
2017;Saturday;7 October 2017;8;22;33;36;42;50;52;R21,000,000;Roll
2017;Wednesday;4 October 2017;7;22;31;44;47;52;43;R20,000,000;Roll
2017;Saturday;30 September 2017;7;14;21;41;47;52;32;R18,000,000;Roll
2017;Wednesday;27 September 2017;9;11;21;32;41;51;24;R17,000,000;Roll
2017;Saturday;23 September 2017;4;5;10;14;35;38;11;R16,000,000;Roll
2017;Wednesday;20 September 2017;10;12;15;20;26;45;25;R15,000,000;Roll
2017;Saturday;16 September 2017;7;11;14;29;45;47;44;R14,000,000;Roll
2017;Wednesday;13 September 2017;5;16;27;39;41;42;38;R13,000,000;Roll
2017;Saturday;9 September 2017;3;26;29;35;40;42;19;R12,000,000;Roll
2017;Wednesday;6 September 2017;2;34;36;47;48;50;28;R10,000,000;Roll
2017;Saturday;2 September 2017;12;19;24;29;38;44;14;R9,000,000;Roll
2017;Wednesday;30 August 2017;13;21;26;30;33;39;14;R8,000,000;Roll
2017;Saturday;26 August 2017;7;11;28;34;37;38;51;R6,500,000;Roll
2017;Wednesday;23 August 2017;15;23;26;35;36;49;48;R5,500,000;Roll
2017;Saturday;19 August 2017;11;14;18;29;30;36;26;R4,500,000;Roll
2017;Wednesday;16 August 2017;20;27;28;30;33;50;41;R3,500,000;Roll
2017;Saturday;12 August 2017;2;8;25;32;47;48;30;R2,000,000;Roll
2017;Wednesday;9 August 2017;7;24;41;42;48;49;16;R1,400,000;Roll
2017;Saturday;5 August 2017;15;29;35;37;42;51;13;R5,233,340.20;Won
2017;Wednesday;2 August 2017;16;20;25;36;38;52;3;R3,500,000;Roll
2017;Saturday;29 July 2017;6;22;25;28;29;48;11;R5,576,514.61;Roll
2017;Wednesday;26 July 2017;1;11;23;30;35;37;49;R1,134,086.28;Roll
2017;Saturday;22 July 2017;3;8;13;21;40;42;45;R16,588,129.50;Won
2017;Wednesday;19 July 2017;4;14;19;20;35;43;36;R15,292,756;Roll
2017;Saturday;15 July 2017;7;11;35;42;45;49;23;R14,292,476.79;Roll
2017;Wednesday;12 July 2017;5;9;10;19;42;45;40;R12,946,221.13;Roll
2017;Saturday;8 July 2017;1;12;23;29;34;39;13;R11,939,505.98;Roll
2017;Wednesday;5 July 2017;3;11;21;26;27;42;31;R10,586,758.86;Roll
2017;Saturday;1 July 2017;6;8;13;26;34;43;37;R9,477,415.98;Roll
2017;Wednesday;28 June 2017;8;11;13;18;27;48;9;R7,984,488.77;Roll
2017;Saturday;24 June 2017;6;8;10;12;27;41;43;R6,900,484.64;Roll
2017;Wednesday;21 June 2017;21;32;36;37;40;41;31;R5,557,679.08;Roll
2017;Saturday;17 June 2017;2;17;19;32;42;47;46;R4,541,982.58;Roll
2017;Wednesday;14 June 2017;2;4;28;32;43;46;13;R3,310,927.27;Roll
2017;Saturday;10 June 2017;1;13;28;37;41;45;12;R2,282,282.21;Roll
2017;Wednesday;7 June 2017;3;9;11;15;21;27;39;R941,113.12;Roll
2017;Saturday;3 June 2017;4;9;18;32;43;46;24;R6,740,668.40;Won
2017;Wednesday;31 May 2017;2;4;18;28;33;39;23;R5,118,867.88;Roll
2017;Saturday;27 May 2017;1;23;33;34;36;40;22;R3,892,010.31;Roll
2017;Wednesday;24 May 2017;16;26;28;31;44;48;43;R2,344,166.07;Roll
2017;Saturday;20 May 2017;1;10;18;20;31;38;11;R1,286,612.14;Roll
2017;Wednesday;17 May 2017;9;11;12;25;37;38;1;R1,053,222.90;Won
2017;Saturday;13 May 2017;3;30;32;41;44;46;40;R1,372,753.50;Won
2017;Wednesday;10 May 2017;12;29;33;34;38;46;22;R7,012,319;Won
2017;Saturday;6 May 2017;1;20;28;34;37;46;8;R5,827,651.47;Roll
2017;Wednesday;3 May 2017;2;13;31;35;43;46;5;R4,168,579.91;Roll
2017;Saturday;29 April 2017;7;8;28;33;34;43;40;R2,789,715.71;Roll
2017;Wednesday;26 April 2017;1;5;6;33;36;40;28;R1,207,941.04;Roll
2017;Saturday;22 April 2017;6;22;36;44;48;49;45;R39,535,255.66;Won
2017;Wednesday;19 April 2017;7;8;12;27;35;47;24;R37,553,110.97;Roll
2017;Saturday;15 April 2017;6;15;18;28;35;47;41;R36,035,422.93;Roll
2017;Wednesday;12 April 2017;4;8;14;21;37;45;26;R34,245,529.10;Roll
2017;Saturday;8 April 2017;1;13;24;36;41;46;19;R32,633,102.27;Roll
2017;Wednesday;5 April 2017;1;6;24;26;34;43;30;R30,389,281.32;Roll
2017;Saturday;1 April 2017;2;12;16;31;34;39;48;R28,670,333.05;Roll
2017;Wednesday;29 March 2017;15;18;27;32;36;42;21;R26,471,862.46;Roll
2017;Saturday;25 March 2017;9;19;22;30;38;42;2;R24,911,915.13;Roll
2017;Wednesday;22 March 2017;9;17;23;31;34;48;30;R22,971,060.53;Roll
2017;Saturday;18 March 2017;1;9;22;28;46;47;39;R21,747,067.20;Roll
2017;Wednesday;15 March 2017;1;4;12;15;34;35;21;R20,000,000;Roll
2017;Saturday;11 March 2017;1;2;10;14;25;26;3;R2,916,716.70;Won
2017;Wednesday;8 March 2017;3;8;18;34;37;43;13;R1,267,767.49;Roll
2017;Saturday;4 March 2017;3;8;21;24;27;42;6;R1,620,099;Won
2017;Wednesday;1 March 2017;3;5;14;17;24;47;23;R26,550,301.34;Won
2017;Saturday;25 February 2017;5;17;18;29;44;46;7;R25,000,000;Roll
2017;Wednesday;22 February 2017;5;27;31;35;42;49;17;R5,584,709.82;Roll
2017;Saturday;18 February 2017;15;23;32;34;38;41;9;R4,627,071.13;Roll
2017;Wednesday;15 February 2017;9;28;32;37;38;42;43;R3,363,884.21;Roll
2017;Saturday;11 February 2017;11;13;15;39;44;45;40;R2,370,099.11;Roll
2017;Wednesday;8 February 2017;2;7;12;30;31;48;28;R1,019,560.05;Roll
2017;Saturday;4 February 2017;4;10;17;36;44;48;16;R9,665,996.30;Won
2017;Wednesday;1 February 2017;9;12;19;31;39;40;18;R8,218,224.84;Roll
2017;Saturday;28 January 2017;12;21;23;27;37;43;18;R7,124,557.81;Roll
2017;Wednesday;25 January 2017;10;20;26;28;29;32;40;R5,577,838.22;Roll
2017;Saturday;21 January 2017;13;16;19;43;46;47;37;R4,479,019.05;Roll
2017;Wednesday;18 January 2017;16;27;29;31;33;35;36;R3,141,125.04;Roll
2017;Saturday;14 January 2017;10;13;17;19;20;27;3;R2,162,772.04;Roll
2017;Wednesday;11 January 2017;25;30;31;33;38;39;27;R960,277.16;Roll
2017;Saturday;7 January 2017;4;10;26;28;31;45;17;R7,737,977.60;Won
2017;Wednesday;4 January 2017;10;16;17;26;32;40;28;R6,492,898.79;Roll
2016;Saturday;31 December 2016;12;15;25;36;37;47;13;R5,478,833.49;Roll
2016;Wednesday;28 December 2016;5;8;14;17;33;43;9;R4,117,929.86;Roll
2016;Saturday;24 December 2016;5;15;22;29;44;48;24;R3,125,237.16;Roll
2016;Wednesday;21 December 2016;15;17;31;32;36;43;42;R1,382,113.38;Roll
2016;Saturday;17 December 2016;1;3;29;34;36;46;21;R21,664,253.31;Won
2016;Wednesday;14 December 2016;11;14;27;30;40;45;13;R20,000,000;Roll
2016;Saturday;10 December 2016;2;7;8;24;27;45;29;R6,063,948.80;Roll
2016;Wednesday;7 December 2016;1;7;9;15;25;28;46;R4,782,266.73;Roll
2016;Saturday;3 December 2016;4;16;24;37;41;42;25;R3,813,024.10;Roll
2016;Wednesday;30 November 2016;4;11;22;25;38;43;19;R2,432,627.05;Roll
2016;Saturday;26 November 2016;11;14;15;20;22;35;1;R1,280,099.57;Roll
2016;Wednesday;23 November 2016;1;6;12;28;33;36;4;R3,153,169.90;Won
2016;Saturday;19 November 2016;7;12;27;32;35;43;22;R2,250,304.47;Roll
2016;Wednesday;16 November 2016;19;20;34;36;41;46;47;R1,049,167.95;Roll
2016;Saturday;12 November 2016;14;22;27;37;48;49;4;R1,306,004.60;Won
2016;Wednesday;9 November 2016;8;10;12;15;26;42;32;R5,668,465.90;Won
2016;Saturday;5 November 2016;1;18;30;32;35;49;6;R4,405,339.80;Roll
2016;Wednesday;2 November 2016;13;21;23;33;35;39;28;R2,715,011.18;Roll
2016;Saturday;29 October 2016;10;11;19;23;28;37;46;R1,427,841.75;Roll
2016;Wednesday;26 October 2016;11;17;28;39;45;46;21;R1,166,213.60;Won
2016;Saturday;22 October 2016;2;3;7;9;19;29;35;R5,720,884.20;Won
2016;Wednesday;19 October 2016;7;23;25;36;41;48;33;R4,622,191.85;Roll
2016;Saturday;15 October 2016;14;22;32;33;37;44;47;R3,610,861.24;Roll
2016;Wednesday;12 October 2016;1;9;13;17;23;42;21;R2,292,160.33;Roll
